0.999998,-0.000684676,0.00149306,0.00103573
0.999993,-0.00142792,0.00285529,0.00202217
0.999985,-0.00223042,0.00397818,0.00296953
0.999976,-0.00309224,0.00488146,0.00390716
0.999965,-0.00401197,0.0054819,0.0048233
0.999954,-0.00498388,0.00585209,0.00572891
0.999942,-0.00601175,0.00597314,0.0066313
0.999929,-0.00706982,0.00595425,0.00754351
0.999914,-0.00813255,0.00583976,0.00848321
0.999897,-0.0091721,0.00567147,0.00947428
0.999878,-0.010134,0.00547231,0.0105435
0.999857,-0.011026,0.00524789,0.0116835
0.999835,-0.0117892,0.00497806,0.0129236
0.999811,-0.0124059,0.00466068,0.0142467
0.999785,-0.0128225,0.00428004,0.0156998
0.999758,-0.0130727,0.00384427,0.017245
0.999729,-0.0130602,0.00330603,0.0189697
0.999696,-0.0128778,0.00269469,0.0208403
0.999655,-0.0126655,0.00209278,0.0229088
0.999606,-0.0124231,0.00146246,0.025138
0.999545,-0.0120247,0.00100503,0.0276499
0.999468,-0.0117379,0.000337426,0.0304145
0.999373,-0.0116917,-0.000254317,0.0334315
0.999256,-0.0119582,-0.000902704,0.0366441
0.999119,-0.012606,-0.0015991,0.0399931
0.998966,-0.0133806,-0.00232812,0.0433937
0.998797,-0.0142225,-0.00303611,0.046821
0.998616,-0.0151421,-0.00365478,0.0502439
0.998423,-0.0161787,-0.00415712,0.0535894
0.998225,-0.0172595,-0.00448472,0.0568244
0.998021,-0.0183512,-0.00469185,0.059954
0.997812,-0.0195233,-0.00481281,0.0629771
0.997608,-0.0205527,-0.00446257,0.0658513
0.997397,-0.0215041,-0.00393262,0.0687143
0.9972,-0.0221736,-0.00321216,0.0713511
0.997011,-0.0227077,-0.00235901,0.0738153
0.996842,-0.0229908,-0.00125176,0.0760046
0.99669,-0.0230447,-1.22372e-05,0.0779632
0.996553,-0.0230072,0.00113115,0.0796972
0.996444,-0.0224695,0.00231776,0.0811753
0.996355,-0.0217022,0.00333562,0.0824245
0.996295,-0.0206074,0.00419745,0.0833961
0.996251,-0.0193235,0.0050228,0.0841691
0.996223,-0.0183026,0.00579602,0.0846835
0.996205,-0.0173933,0.00667423,0.085025
0.996193,-0.0163511,0.00746091,0.0853058
0.996187,-0.0151011,0.00839981,0.0855126
0.996178,-0.0138326,0.00952993,0.0857145
0.996161,-0.0125954,0.0108939,0.0859443
0.996135,-0.0113428,0.0124283,0.0862104
0.996099,-0.00999299,0.0141419,0.0865233
0.996059,-0.00859117,0.015937,0.0868264
0.996014,-0.00712709,0.017783,0.0871121
0.995969,-0.00561213,0.0196395,0.0873472
0.995922,-0.00408577,0.0214807,0.0875321
0.995878,-0.00256876,0.0232956,0.0876269
0.995837,-0.00112448,0.0250427,0.0876362
0.995806,0.000218173,0.0266495,0.087527
0.995782,0.00148561,0.0281344,0.0873184
0.995774,0.00255537,0.0293434,0.0869904
0.995777,0.00346235,0.0303577,0.086569
0.995797,0.0040796,0.0311104,0.0860486
0.995827,0.00445991,0.031672,0.0854704
0.995867,0.00446525,0.0320003,0.0848867
0.995912,0.00430851,0.0322014,0.0842858
0.995957,0.00390255,0.0322694,0.0837405
0.995998,0.00331288,0.0322814,0.0832815
0.996028,0.00250281,0.0321904,0.0829778
