0.999998,-0.000715173,0.00149199,0.00101975
0.999993,-0.0014874,0.00285461,0.00198772
0.999985,-0.00232611,0.00396589,0.00290973
0.999976,-0.0032804,0.00482653,0.00381538
0.999965,-0.00436702,0.00541606,0.00469552
0.999953,-0.00549757,0.00580572,0.00556523
0.999939,-0.00666213,0.005976,0.00643233
0.999925,-0.00783601,0.00601492,0.00731133
0.999908,-0.00898623,0.00595527,0.00822428
0.99989,-0.0101051,0.00583435,0.00919144
0.999869,-0.0111382,0.00568125,0.0102384
0.999847,-0.0120883,0.00550238,0.0113595
0.999824,-0.0128952,0.00527658,0.0125846
0.999799,-0.0135541,0.00500243,0.0138934
0.999774,-0.0139983,0.00466731,0.0153342
0.999747,-0.0142685,0.00427514,0.0168701
0.999718,-0.0143215,0.00381458,0.0185688
0.999686,-0.0141909,0.00326752,0.0204188
0.999646,-0.0139786,0.00271486,0.0224743
0.999598,-0.0137534,0.00213067,0.0246934
0.999539,-0.0134451,0.00171304,0.0271826
0.999463,-0.0133306,0.00109148,0.0299059
0.999368,-0.013455,0.000464954,0.0328875
0.999254,-0.0138902,-8.79145e-05,0.0360412
0.999119,-0.0145699,-0.000701861,0.0393607
0.998967,-0.0153865,-0.00135065,0.0427357
0.9988,-0.0162956,-0.00203214,0.0461476
0.998619,-0.017269,-0.00264533,0.0495555
0.998427,-0.0183464,-0.00312988,0.052891
0.998229,-0.0194644,-0.0034523,0.0561113
0.998025,-0.0206665,-0.00365618,0.0592124
0.997816,-0.0219101,-0.00369266,0.0622036
0.99761,-0.0229943,-0.00333617,0.0650647
0.9974,-0.0240313,-0.00283744,0.0678831
0.997202,-0.0247351,-0.00210006,0.0705106
0.997013,-0.0253065,-0.00120868,0.0729592
0.996844,-0.0256723,-7.37306e-05,0.075124
0.996692,-0.0257997,0.00117316,0.0770594
0.996561,-0.0257518,0.00237834,0.0787282
0.996453,-0.0252957,0.0036439,0.0801768
0.996368,-0.0245526,0.00467137,0.0814058
0.99631,-0.0234814,0.00554486,0.0823614
0.996271,-0.0222485,0.00642471,0.0831117
0.996247,-0.0211987,0.00721577,0.0836045
0.996234,-0.0202608,0.00809377,0.0839204
0.996225,-0.0192413,0.00895297,0.0841694
0.996223,-0.0180393,0.0099175,0.0843576
0.996217,-0.0168351,0.0110632,0.0845371
0.996202,-0.0156556,0.01246,0.0847453
0.996178,-0.0144606,0.0140265,0.0849876
0.996146,-0.0131763,0.0157618,0.0852725
0.996109,-0.0118325,0.0175762,0.08555
0.996067,-0.0104162,0.0194396,0.0858128
0.996025,-0.00895801,0.0213098,0.0860226
0.995982,-0.00749787,0.0231669,0.0861798
0.995943,-0.00604882,0.0249753,0.0862443
0.995906,-0.00467587,0.026722,0.0862232
0.995879,-0.00340872,0.0283328,0.0860844
0.99586,-0.0022153,0.0297991,0.0858443
0.995856,-0.00130638,0.0310438,0.0854715
0.995863,-0.00057821,0.0320921,0.0850041
0.995886,-0.000151296,0.0328915,0.0844348
0.995919,2.45817e-05,0.0335098,0.0838049
0.99596,-0.000122081,0.0339479,0.0831354
0.996006,-0.000476698,0.0341905,0.082476
0.996051,-0.00112698,0.0342981,0.081882
0.996088,-0.00189978,0.0344015,0.0813693
0.996117,-0.00292054,0.0343819,0.0809972
0.996135,-0.00407943,0.0343435,0.0807453
0.996133,-0.00540576,0.0343411,0.0806887
0.996115,-0.00681504,0.0344003,0.0807781
0.996073,-0.00833692,0.0345446,0.0810932
0.996011,-0.0099535,0.0347681,0.0815756
0.995924,-0.0117349,0.0350958,0.0822559
0.995819,-0.0136254,0.0354995,0.083064
0.995692,-0.0155982,0.0360062,0.0840087
0.995555,-0.0176141,0.0365075,0.0850158
0.995407,-0.0195894,0.0371061,0.086054
0.995251,-0.021507,0.0377874,0.0870882
0.995085,-0.0231426,0.0387493,0.0881372
0.994926,-0.0245107,0.0394535,0.0892444
0.99478,-0.0254535,0.0401114,0.0903079
0.994645,-0.0261603,0.0407481,0.0913083
0.99452,-0.0265518,0.0414147,0.0922432
0.994407,-0.0266723,0.0421138,0.0931084
0.994313,-0.026391,0.0428629,0.0938539
0.994231,-0.025804,0.0436606,0.0945083
0.994162,-0.0248174,0.0445582,0.0950825
0.994096,-0.0235614,0.0455737,0.0956121
0.994026,-0.0220051,0.0467881,0.0961157
0.993949,-0.0202639,0.0481854,0.096612
0.993843,-0.0183686,0.0500649,0.0971201
0.993725,-0.0162444,0.0520373,0.0976688
0.993587,-0.0139573,0.054083,0.0983121
0.993434,-0.0116056,0.0561513,0.0989988
0.993268,-0.00925195,0.0582327,0.0997095
0.993105,-0.00699422,0.0601071,0.100406
0.992935,-0.00478517,0.0619656,0.10108
0.992758,-0.00266606,0.0638488,0.101724
0.992577,-0.000587551,0.0657192,0.102326
0.992387,0.00146756,0.0676613,0.102896
0.99219,0.00361585,0.0696009,0.103451
